age,gender,country,job_role,seniority_level,years_experience,company_size,industry,work_mode,work_hours_per_week,meetings_per_day,team_size,sleep_hours_per_night,exercise_days_per_week,vacation_days_taken,therapy_access,uses_therapy,ai_tools_daily,manager_support_score,work_life_balance_score,job_satisfaction_score,social_support_score,deadline_pressure_score,autonomy_score,burnout_level,salary_relative
37,Male,Brazil,ML Engineer,Mid,16,Small (51-200),Social Media / AdTech,Hybrid,46,1.9,11,5.7,3,21,0,0,1,7.0,10.0,2.4,7.2,6.7,3.5,Low,0.8398328228782779
22,Male,Canada,Frontend Developer,Junior,0,Mid (201-1000),Enterprise Software,Remote,43,2.2,9,4.6,3,23,0,0,0,5.5,2.8,5.4,6.6,4.6,9.8,Low,0.5248820973150493
28,Male,USA,Cloud Engineer,Junior,8,Enterprise (5000+),Healthcare Tech,Remote,44,3.1,22,6.8,3,20,0,0,1,7.4,4.9,8.5,4.6,5.9,5.9,Low,0.8103290558204695
39,Male,USA,Software Engineer,Junior,19,Enterprise (5000+),SaaS / Cloud,Remote,52,3.3,43,4.7,3,6,0,0,1,4.5,6.2,2.6,4.6,7.5,5.3,Severe,0.5905200815337768
31,Female,USA,Software Engineer,Manager,9,Large (1001-5000),Enterprise Software,Remote,54,5.9,15,5.2,0,14,1,1,0,7.6,5.7,4.9,3.5,7.0,7.0,Severe,1.4047686732752955
35,Male,USA,Software Engineer,Manager,14,Enterprise (5000+),Healthcare Tech,Hybrid,51,4.2,39,7.9,5,5,1,0,1,8.0,3.1,4.7,5.0,6.1,3.7,High,1.425337487896694
25,Female,India,Product Manager,Mid,6,Enterprise (5000+),Healthcare Tech,Remote,46,4.2,34,8.2,3,14,0,0,1,3.2,6.8,2.3,3.1,5.6,7.4,Moderate,0.962782656685407
33,Male,Netherlands,Product Manager,Junior,11,Mid (201-1000),E-commerce,Hybrid,49,3.9,9,7.3,0,17,0,0,0,4.3,3.6,1.6,4.0,5.1,5.9,High,0.6292536499079344
31,Female,USA,ML Engineer,Senior,9,Large (1001-5000),Cybersecurity,Hybrid,52,3.5,14,6.5,3,14,0,0,1,5.9,8.2,5.5,5.7,10.0,3.7,High,1.4653639986975862
33,Male,Brazil,Software Engineer,Lead,12,Small (51-200),Cybersecurity,Remote,54,7.2,12,5.7,1,26,1,1,1,3.2,3.7,4.3,6.3,4.5,3.2,Severe,1.1730994828169505
45,Female,Australia,Software Engineer,Senior,25,Large (1001-5000),SaaS / Cloud,Remote,44,6.1,9,5.0,2,5,1,0,1,7.8,6.0,4.5,5.1,3.6,5.6,Severe,1.1233408194332235
40,Female,USA,Software Engineer,Senior,15,Enterprise (5000+),Social Media / AdTech,Hybrid,35,4.4,40,4.4,2,10,0,0,0,4.1,5.9,7.8,4.2,5.4,6.5,Low,1.30146965403461
37,Male,Brazil,Software Engineer,Lead,15,Large (1001-5000),Fintech,Remote,50,7.5,25,3.1,0,19,1,1,1,4.9,6.0,5.7,4.3,6.9,3.6,Severe,1.1539093028141818
37,Male,France,Software Engineer,Junior,16,Enterprise (5000+),Gaming,Hybrid,50,2.4,37,7.1,4,18,1,1,1,6.0,7.2,1.0,4.2,6.4,4.7,Moderate,0.6956152832798379
25,Male,India,Full Stack Developer,Lead,4,Small (51-200),E-commerce,Remote,54,8.6,22,6.8,3,15,1,1,1,8.2,7.8,4.0,4.0,6.5,6.3,High,0.962782656685407
28,Female,USA,DevOps Engineer,Junior,7,Mid (201-1000),SaaS / Cloud,Hybrid,41,4.9,8,5.6,5,13,1,1,0,7.5,6.2,5.1,5.0,3.6,4.7,High,0.6635389359915358
22,Male,India,Cloud Engineer,Lead,0,Large (1001-5000),Healthcare Tech,Remote,56,3.1,11,6.5,6,12,0,0,0,6.9,7.1,2.2,6.1,3.0,4.9,Moderate,1.1266482648532632
22,Male,Brazil,Backend Developer,Mid,3,Enterprise (5000+),Fintech,Hybrid,50,6.4,40,4.2,5,25,0,0,0,8.5,6.7,6.0,6.9,7.1,9.1,Low,0.8398328228782779
25,Female,India,Backend Developer,Junior,3,Mid (201-1000),E-commerce,Remote,42,4.7,25,6.0,5,13,0,0,1,2.3,6.0,3.4,5.3,5.8,9.3,High,0.962782656685407
31,Male,France,Data Scientist,Junior,10,Mid (201-1000),Fintech,Hybrid,46,0.9,9,7.5,7,6,0,0,1,6.3,6.6,3.0,4.0,8.0,8.6,Low,0.5538279666684678
22,Female,UK,Data Analyst,Manager,1,Startup (1-50),Cybersecurity,Hybrid,50,5.7,8,6.4,6,10,0,0,1,9.6,5.3,5.7,1.3,6.0,3.9,Severe,0.9602378566620843
31,Female,USA,Data Scientist,Junior,9,Mid (201-1000),SaaS / Cloud,On-site,55,2.7,22,6.7,2,7,1,0,1,6.0,5.9,2.6,5.8,4.6,6.3,Moderate,0.6190767003871348
30,Male,Singapore,Data Scientist,Manager,6,Enterprise (5000+),Cybersecurity,Hybrid,48,6.8,35,5.2,4,13,0,0,0,10.0,3.1,6.1,3.6,6.0,7.0,Severe,1.671576512773239
23,Male,Australia,Software Engineer,Principal,1,Startup (1-50),E-commerce,Remote,51,2.5,8,5.6,5,11,1,0,1,3.2,2.9,5.6,2.3,6.3,6.2,Moderate,1.4939129995895175
42,Male,Germany,DevOps Engineer,Manager,19,Mid (201-1000),Consulting,Hybrid,52,7.9,28,6.6,3,22,1,1,1,7.6,5.3,6.8,6.4,7.7,5.8,Severe,1.426324268733284
22,Male,USA,Data Scientist,Senior,0,Startup (1-50),Social Media / AdTech,Remote,51,5.5,3,6.8,2,10,1,0,1,4.9,5.2,5.7,4.7,7.6,4.4,Severe,1.1425972147704782
39,Male,USA,Data Scientist,Mid,19,Large (1001-5000),AI / ML Startup,On-site,42,1.2,19,6.0,4,6,1,0,1,7.5,7.2,6.1,3.4,6.0,6.5,Low,0.8650450773611866
22,Female,Germany,Data Scientist,Senior,0,Mid (201-1000),Social Media / AdTech,On-site,49,5.5,12,3.7,3,10,1,1,1,10.0,4.6,6.1,10.0,9.1,6.1,High,1.0064618288191218
30,Male,India,Product Manager,Senior,8,Startup (1-50),AI / ML Startup,Remote,48,2.7,5,6.4,4,6,1,0,1,7.0,5.7,5.5,4.4,7.8,4.6,Moderate,0.962782656685407
23,Female,India,Data Analyst,Mid,0,Startup (1-50),AI / ML Startup,On-site,47,2.2,8,6.3,6,13,0,0,0,4.9,6.4,5.3,3.3,5.5,5.5,Moderate,0.962782656685407
26,Female,Canada,Data Analyst,Manager,4,Large (1001-5000),Social Media / AdTech,Hybrid,58,6.1,10,4.4,4,21,0,0,1,5.0,7.0,5.8,3.5,4.5,7.3,Severe,1.1538964146142248
44,Female,USA,Full Stack Developer,Junior,22,Small (51-200),AI / ML Startup,Remote,52,3.0,28,5.9,3,17,0,0,1,7.4,5.8,2.7,4.9,10.0,4.0,Moderate,0.5682102230545909
29,Female,UK,Data Analyst,Senior,5,Enterprise (5000+),AI / ML Startup,Hybrid,50,4.1,41,5.8,1,6,0,0,1,8.4,6.8,4.2,7.3,7.5,5.2,Severe,1.034919764262157
23,Male,USA,Cloud Engineer,Senior,0,Startup (1-50),Gaming,On-site,45,5.8,5,5.2,1,17,1,0,1,5.0,5.3,5.1,7.6,4.3,7.4,Moderate,0.9476440475188312
34,Male,USA,Data Scientist,Senior,13,Startup (1-50),SaaS / Cloud,Remote,41,4.5,6,5.2,4,22,0,0,1,6.9,2.4,9.0,5.4,9.3,3.2,Moderate,0.9511873779831725
29,Male,UK,ML Engineer,Mid,6,Large (1001-5000),Cybersecurity,Hybrid,42,3.9,21,6.1,4,17,0,0,1,5.2,8.6,4.0,5.3,3.2,4.5,Moderate,1.0081042213066627
32,Male,USA,Software Engineer,Lead,12,Large (1001-5000),E-commerce,On-site,59,6.4,12,3.9,6,10,0,0,0,2.9,2.2,5.9,5.2,4.0,2.0,Severe,1.3796941421375124
25,Male,India,Backend Developer,Principal,2,Small (51-200),Enterprise Software,Remote,55,3.8,18,7.9,0,8,1,1,1,8.1,3.9,5.2,5.3,5.2,6.1,High,1.0932878457991138
25,Female,Netherlands,Backend Developer,Senior,3,Enterprise (5000+),Consulting,On-site,48,5.1,38,6.9,4,16,0,0,1,8.9,5.1,4.8,10.0,6.0,7.4,Low,1.1473413738795577
25,Male,Canada,Cybersecurity Engineer,Senior,3,Mid (201-1000),Healthcare Tech,Remote,44,4.6,26,5.3,1,14,0,0,1,6.9,4.2,5.3,5.5,6.0,1.5,High,0.9915487127994668
37,Female,France,DevOps Engineer,Senior,15,Startup (1-50),Fintech,On-site,52,1.5,4,5.4,5,0,0,0,1,5.5,2.9,6.5,6.8,6.0,2.3,High,1.196942452248445
29,Female,USA,Software Engineer,Mid,8,Mid (201-1000),Fintech,Hybrid,50,1.1,7,5.9,1,15,0,0,1,5.4,7.8,7.4,6.4,6.7,5.9,Moderate,0.8141173572798763
24,Male,USA,DevOps Engineer,Manager,4,Startup (1-50),Social Media / AdTech,Hybrid,54,7.6,8,7.4,1,23,0,0,1,1.4,8.9,5.7,5.2,5.3,8.0,Severe,1.5450670617349915
32,Male,USA,Software Engineer,Junior,12,Mid (201-1000),Healthcare Tech,Hybrid,45,1.7,16,5.2,0,17,0,0,1,5.9,7.2,2.8,5.2,4.7,1.0,High,0.6082804786760307
32,Male,UK,Software Engineer,Lead,10,Startup (1-50),SaaS / Cloud,On-site,56,2.8,7,7.3,4,16,1,1,1,4.2,7.3,7.4,9.1,3.7,4.9,Low,1.1613600694557547
35,Male,USA,Data Scientist,Senior,14,Small (51-200),Enterprise Software,On-site,39,3.3,16,5.7,0,9,0,0,1,8.5,5.1,7.4,4.2,6.5,4.6,Severe,1.1164990548318854
28,Female,Canada,Frontend Developer,Senior,6,Startup (1-50),SaaS / Cloud,Hybrid,46,3.4,7,8.1,2,11,0,0,1,4.3,7.2,5.7,6.6,5.8,6.1,Low,0.9425037227699061
30,Male,USA,ML Engineer,Mid,9,Mid (201-1000),Consulting,On-site,36,4.0,11,6.4,2,12,0,0,1,4.0,6.3,5.4,6.7,9.2,7.6,Low,0.9229019770172087
34,Non-binary,UK,Data Analyst,Mid,13,Small (51-200),Fintech,On-site,41,4.5,24,5.8,3,19,1,0,1,6.9,6.5,5.5,4.9,9.4,5.2,Moderate,0.7709158365194224
24,Male,Brazil,Data Scientist,Lead,1,Large (1001-5000),SaaS / Cloud,Remote,51,7.0,29,5.4,0,20,0,0,1,7.5,8.7,6.3,5.5,10.0,4.2,Severe,1.1440202713247902
37,Male,India,Cloud Engineer,Mid,13,Large (1001-5000),Consulting,Remote,49,2.5,29,6.3,6,13,0,0,1,4.5,4.1,3.6,4.3,5.8,6.1,Low,0.962782656685407
31,Male,Australia,Backend Developer,Senior,9,Mid (201-1000),Gaming,Hybrid,51,3.0,29,3.6,5,5,0,0,0,7.4,3.4,4.1,5.5,6.4,2.6,Severe,0.8613321469459171
23,Male,India,Product Manager,Junior,0,Large (1001-5000),Cybersecurity,Hybrid,44,3.3,25,6.0,1,5,0,0,1,1.0,5.7,2.9,6.0,9.1,5.8,High,0.962782656685407
23,Male,USA,Software Engineer,Junior,1,Small (51-200),SaaS / Cloud,Hybrid,41,4.4,9,5.7,3,0,0,0,0,5.9,6.0,5.4,7.4,4.5,5.3,Moderate,0.48833218073499596
30,Male,Singapore,Data Analyst,Senior,7,Large (1001-5000),Enterprise Software,Hybrid,43,5.2,12,5.5,4,17,1,0,1,2.9,5.9,6.0,4.5,3.7,5.5,Low,0.9613045737039125
27,Female,Singapore,Product Manager,Mid,5,Mid (201-1000),SaaS / Cloud,Remote,52,3.9,24,6.1,7,12,0,0,0,7.7,6.2,4.9,6.6,7.1,6.7,High,0.8179928145233585
36,Female,USA,Frontend Developer,Mid,14,Startup (1-50),Enterprise Software,Hybrid,39,3.9,2,8.1,3,10,0,0,1,2.3,3.2,5.3,6.5,7.5,3.6,Low,0.656356036457649
29,Male,USA,Data Analyst,Senior,6,Enterprise (5000+),Cybersecurity,Remote,47,4.1,42,5.5,4,14,0,0,0,7.2,6.2,4.6,2.7,4.4,5.8,Moderate,0.8125600416683881
33,Female,Brazil,Software Engineer,Senior,7,Enterprise (5000+),SaaS / Cloud,Hybrid,44,5.6,45,5.8,3,3,0,0,1,1.2,6.9,3.7,5.7,4.5,4.5,Severe,0.9547849405097422
25,Male,Australia,Software Engineer,Mid,0,Mid (201-1000),Fintech,Hybrid,46,5.1,9,7.5,2,6,1,0,1,2.9,5.5,4.3,6.4,5.2,7.8,Moderate,0.8077878851303091
31,Non-binary,Canada,DevOps Engineer,Mid,9,Small (51-200),Social Media / AdTech,On-site,41,3.5,15,5.4,2,10,0,0,0,5.3,1.8,3.3,8.8,7.5,2.9,Moderate,0.863901037788061
40,Female,Germany,ML Engineer,Senior,19,Small (51-200),E-commerce,Hybrid,49,2.2,12,6.2,2,8,1,0,0,5.4,7.8,6.9,1.8,9.2,8.3,Severe,1.1265338648291467
30,Male,UK,QA Engineer,Mid,6,Small (51-200),Healthcare Tech,Remote,46,4.0,25,7.0,0,6,0,0,1,4.3,5.5,1.8,5.0,8.2,6.2,High,0.5526573974954634
27,Female,USA,Data Analyst,Lead,4,Mid (201-1000),Social Media / AdTech,Remote,43,7.4,28,4.0,3,10,0,0,1,6.7,2.7,7.3,2.6,10.0,8.4,Severe,1.0345825038747805
25,Male,USA,Cloud Engineer,Lead,6,Startup (1-50),E-commerce,Hybrid,52,4.8,2,6.5,3,10,0,0,1,10.0,9.8,9.1,7.2,5.7,2.0,Moderate,1.3945498831954173
31,Male,UK,Cybersecurity Engineer,Senior,9,Mid (201-1000),Cybersecurity,Hybrid,46,5.3,29,5.8,3,6,0,0,1,7.1,6.7,3.9,4.1,5.1,5.0,High,1.223982315541556
41,Male,India,Cloud Engineer,Junior,20,Mid (201-1000),SaaS / Cloud,On-site,39,3.8,14,5.2,1,16,0,0,1,6.9,5.6,2.6,4.9,7.0,4.6,Moderate,0.962782656685407
22,Male,UK,Full Stack Developer,Mid,0,Mid (201-1000),E-commerce,On-site,49,4.8,22,5.2,0,0,0,0,1,3.5,7.7,3.7,2.7,6.6,3.4,Severe,0.8276943925543417
31,Male,USA,ML Engineer,Junior,6,Large (1001-5000),Fintech,Remote,43,3.0,15,4.7,6,21,0,0,1,7.0,5.8,3.4,3.7,5.9,8.0,Low,0.7295323722693786
22,Male,Brazil,Full Stack Developer,Mid,0,Mid (201-1000),Fintech,On-site,44,5.6,19,6.9,4,5,0,0,0,1.8,3.3,3.6,3.5,8.1,7.0,Severe,0.8398328228782779
28,Male,India,Software Engineer,Mid,4,Large (1001-5000),E-commerce,Remote,45,1.1,15,5.5,7,11,0,0,1,5.8,10.0,4.0,6.9,4.9,9.7,Low,0.962782656685407
33,Female,USA,Software Engineer,Senior,12,Startup (1-50),Consulting,Hybrid,46,1.0,8,7.7,2,2,1,0,0,9.3,6.2,7.0,5.0,6.9,4.6,Moderate,0.9944160096481363
22,Male,France,Product Manager,Lead,0,Mid (201-1000),Healthcare Tech,On-site,56,4.5,10,6.6,2,14,1,0,1,5.4,5.3,4.2,6.0,4.4,3.4,Severe,1.6943340900138941
28,Male,USA,Data Scientist,Junior,4,Large (1001-5000),Gaming,Hybrid,48,3.0,20,4.6,5,9,0,0,1,6.4,8.5,5.0,6.2,6.4,7.9,High,0.7517372431792507
33,Male,France,Software Engineer,Junior,11,Small (51-200),Consulting,Hybrid,50,3.2,9,8.1,5,9,0,0,0,8.1,3.8,4.3,6.7,4.2,5.8,Low,0.5409664884066009
32,Male,India,Data Scientist,Senior,10,Mid (201-1000),Gaming,On-site,50,5.0,20,5.5,4,15,0,0,1,10.0,7.2,4.1,9.5,4.9,6.8,Moderate,0.962782656685407
33,Male,India,Cybersecurity Engineer,Lead,10,Startup (1-50),SaaS / Cloud,Hybrid,45,7.7,5,6.2,1,24,1,0,1,8.0,4.2,3.8,3.7,2.9,6.8,High,1.0339322950144585
24,Male,Singapore,Frontend Developer,Manager,2,Small (51-200),Cybersecurity,Hybrid,50,6.5,8,5.5,2,1,0,0,1,6.6,4.5,5.3,9.6,7.3,6.5,Severe,1.2446158017912021
33,Male,Canada,Data Analyst,Senior,11,Large (1001-5000),E-commerce,Hybrid,52,2.8,26,5.7,3,6,0,0,1,5.2,6.6,4.5,9.7,4.4,7.3,High,0.8162594758261876
27,Female,India,Product Manager,Senior,4,Startup (1-50),SaaS / Cloud,Hybrid,36,4.4,8,6.9,5,5,0,0,1,3.6,5.5,5.2,6.6,2.9,6.7,Low,0.962782656685407
36,Male,Germany,QA Engineer,Lead,13,Startup (1-50),SaaS / Cloud,Remote,42,5.7,3,5.5,7,14,0,0,1,5.2,7.9,3.5,5.9,5.6,4.7,Moderate,0.7823435985221138
22,Male,India,Full Stack Developer,Manager,2,Large (1001-5000),Consulting,Remote,47,7.2,10,6.0,0,15,1,0,1,6.2,3.2,6.4,1.1,6.8,6.7,Severe,1.031019877477985
29,Prefer not to say,Brazil,DevOps Engineer,Senior,6,Mid (201-1000),Enterprise Software,On-site,44,1.1,11,6.7,0,17,1,1,1,7.9,4.5,3.3,4.8,6.1,7.0,Low,1.1550640729456394
32,Non-binary,Singapore,Backend Developer,Mid,11,Small (51-200),Gaming,On-site,41,4.8,8,5.7,3,13,1,1,0,5.5,4.9,2.5,6.7,8.6,9.4,Moderate,0.7918971629151166
40,Female,Singapore,Data Analyst,Junior,17,Large (1001-5000),Enterprise Software,Remote,41,3.5,19,6.2,2,15,0,0,1,4.9,7.5,2.7,2.9,9.3,8.4,High,0.5195749449127313
32,Male,Canada,Full Stack Developer,Junior,10,Small (51-200),AI / ML Startup,Hybrid,41,3.8,26,5.4,3,0,1,0,0,4.7,6.9,1.9,9.2,10.0,6.0,Moderate,0.5683026618825044
32,Male,India,ML Engineer,Mid,6,Mid (201-1000),Healthcare Tech,Remote,48,2.6,14,7.2,2,11,0,0,1,6.8,3.1,1.2,1.6,5.7,9.6,Severe,0.962782656685407
34,Female,UK,Frontend Developer,Mid,11,Small (51-200),E-commerce,On-site,50,3.0,10,5.4,0,11,1,0,0,2.6,6.6,6.1,8.2,5.6,4.0,High,0.6283997430584375
40,Female,India,Software Engineer,Junior,17,Enterprise (5000+),E-commerce,Remote,50,6.7,22,4.2,1,2,0,0,1,7.2,5.2,5.5,5.2,7.0,7.1,Severe,0.962782656685407
28,Male,Australia,Cloud Engineer,Senior,8,Startup (1-50),Healthcare Tech,Remote,53,4.1,4,6.4,0,18,1,0,0,3.7,2.9,4.5,1.0,9.5,8.4,Severe,0.9439897841737284
22,Male,UK,Frontend Developer,Lead,0,Mid (201-1000),Healthcare Tech,Hybrid,50,4.3,21,5.2,4,20,0,0,0,9.3,7.7,7.0,4.2,4.2,8.9,High,0.9850114924762474
22,Male,USA,Cybersecurity Engineer,Principal,0,Mid (201-1000),Gaming,Remote,55,3.4,5,6.7,2,10,1,1,0,4.0,6.2,5.6,4.1,5.5,9.3,Moderate,1.6712183752296508
36,Male,India,Product Manager,Mid,15,Mid (201-1000),Enterprise Software,Hybrid,45,2.2,21,6.8,2,24,0,0,1,6.4,7.2,3.9,8.4,7.7,6.4,Low,0.962782656685407
33,Female,USA,ML Engineer,Senior,12,Startup (1-50),E-commerce,Remote,47,4.4,4,8.2,2,16,0,0,0,4.3,5.0,7.7,5.5,4.5,6.9,Low,1.2692384702552686
29,Male,India,Data Scientist,Mid,9,Enterprise (5000+),E-commerce,Hybrid,48,2.9,28,5.0,3,6,1,0,1,4.6,5.5,8.6,6.0,2.6,7.5,Low,0.962782656685407
27,Female,USA,ML Engineer,Mid,4,Mid (201-1000),Healthcare Tech,On-site,53,2.4,23,3.9,0,4,0,0,1,3.3,6.0,4.1,6.1,6.8,4.7,Severe,0.8073981528437921
32,Female,Singapore,Software Engineer,Senior,8,Small (51-200),Cybersecurity,Hybrid,46,3.0,5,5.3,1,9,0,0,1,6.5,5.2,3.2,5.4,4.7,6.9,Severe,0.7543578731451717
32,Male,USA,Software Engineer,Junior,11,Startup (1-50),AI / ML Startup,On-site,44,5.2,4,6.5,3,18,1,0,0,5.4,6.7,3.1,8.3,8.6,7.4,Low,0.5227243586493802
34,Male,USA,QA Engineer,Senior,12,Large (1001-5000),SaaS / Cloud,On-site,45,2.8,12,7.4,6,10,1,1,1,6.6,6.9,6.7,4.6,10.0,3.2,Low,0.8461648128129187
23,Female,Netherlands,DevOps Engineer,Mid,1,Mid (201-1000),Gaming,Hybrid,51,2.8,18,6.6,3,11,0,0,0,7.2,5.1,5.4,6.7,5.4,3.1,High,0.7356217695277084
22,Male,UK,Cloud Engineer,Senior,0,Mid (201-1000),Healthcare Tech,Hybrid,45,2.6,21,5.5,4,11,0,0,0,4.1,3.7,6.3,4.9,4.9,2.3,Moderate,0.9819655536466372
25,Male,Australia,ML Engineer,Senior,5,Enterprise (5000+),SaaS / Cloud,Hybrid,50,3.0,50,6.4,4,21,0,0,1,2.7,7.0,2.7,2.3,7.3,1.0,Moderate,1.307069981915945
22,Male,USA,DevOps Engineer,Mid,0,Mid (201-1000),SaaS / Cloud,Remote,42,2.6,8,7.5,2,6,1,1,1,4.9,4.4,5.3,4.0,9.6,4.2,Moderate,0.6647025482180973
22,Female,India,ML Engineer,Mid,2,Enterprise (5000+),Gaming,On-site,44,4.2,31,5.7,3,16,1,1,1,7.3,4.8,5.1,6.3,5.0,6.0,Moderate,1.06500610525898
42,Female,USA,Data Analyst,Mid,20,Small (51-200),E-commerce,Remote,50,3.7,23,6.7,4,8,0,0,0,6.8,4.0,5.1,1.3,5.9,7.7,Severe,0.684265231966905
22,Female,USA,ML Engineer,Mid,0,Enterprise (5000+),SaaS / Cloud,On-site,38,2.3,27,5.9,0,29,0,0,1,5.9,6.1,6.7,7.3,3.8,7.3,Low,0.961484908740036
34,Female,Netherlands,Product Manager,Lead,12,Small (51-200),SaaS / Cloud,Hybrid,61,6.2,28,5.6,3,15,0,0,1,7.5,4.0,8.6,8.2,5.3,7.7,Severe,1.3673622405107067
37,Male,India,Software Engineer,Mid,14,Large (1001-5000),E-commerce,Remote,51,1.8,19,8.0,1,9,1,0,1,8.7,3.1,7.8,3.3,6.3,6.3,Moderate,0.962782656685407
38,Female,India,Backend Developer,Mid,17,Enterprise (5000+),E-commerce,Hybrid,43,4.0,30,6.9,5,12,0,0,1,3.3,8.1,4.3,6.6,5.2,5.2,Moderate,0.962782656685407
33,Female,India,Frontend Developer,Manager,11,Small (51-200),Gaming,Hybrid,43,4.6,11,4.1,0,0,0,0,1,4.0,8.1,4.5,2.2,8.0,6.4,Severe,0.962782656685407
40,Male,Netherlands,Software Engineer,Mid,18,Large (1001-5000),E-commerce,On-site,52,3.8,19,6.8,0,18,0,0,0,7.2,5.7,3.2,4.8,5.0,4.1,Moderate,0.8539216064268289
43,Male,Netherlands,Data Analyst,Senior,19,Small (51-200),Healthcare Tech,Hybrid,40,2.4,28,6.4,6,16,0,0,1,6.1,3.9,5.4,5.1,6.5,3.3,Low,0.7739539812504088
29,Female,USA,Software Engineer,Senior,6,Large (1001-5000),SaaS / Cloud,Remote,54,2.8,24,6.2,1,7,1,1,1,2.9,5.8,8.2,4.3,5.6,5.1,Moderate,1.0642852370264808
34,Female,India,Full Stack Developer,Lead,12,Mid (201-1000),E-commerce,Hybrid,48,8.3,8,5.5,4,10,0,0,1,8.4,7.6,4.5,4.6,3.8,2.5,Severe,1.0154227984396815
40,Male,UK,Data Scientist,Junior,20,Startup (1-50),Fintech,Remote,49,3.9,6,8.3,3,12,0,0,1,3.6,1.9,5.5,4.2,8.4,7.8,Moderate,0.6268542111337834
25,Female,Singapore,Frontend Developer,Principal,4,Enterprise (5000+),Cybersecurity,Hybrid,39,2.5,35,4.8,5,13,1,0,1,7.7,7.5,5.5,5.9,3.8,5.2,Low,1.405671045340526
29,Male,India,Frontend Developer,Mid,7,Mid (201-1000),Enterprise Software,Remote,48,3.9,28,5.2,4,4,0,0,1,1.0,5.4,4.0,8.1,1.8,6.6,Severe,0.962782656685407
27,Male,India,Data Scientist,Junior,5,Small (51-200),Gaming,Remote,41,4.1,9,5.1,3,5,0,0,1,3.0,1.0,4.9,2.7,10.0,2.7,Severe,0.962782656685407
34,Male,India,Backend Developer,Manager,11,Small (51-200),Fintech,Hybrid,56,7.4,11,6.9,1,6,1,0,0,7.7,7.9,3.9,1.0,6.3,6.6,Severe,0.962782656685407
22,Male,Australia,Cloud Engineer,Junior,0,Enterprise (5000+),E-commerce,On-site,46,6.7,37,6.0,1,7,0,0,1,3.4,5.3,1.0,1.9,8.0,7.2,Severe,0.7710537588562867
41,Male,India,Backend Developer,Mid,17,Small (51-200),Social Media / AdTech,Remote,45,2.1,25,5.0,2,8,0,0,1,4.4,7.9,5.1,3.6,6.0,2.4,High,0.962782656685407
35,Male,USA,Data Scientist,Senior,12,Mid (201-1000),SaaS / Cloud,Hybrid,47,4.7,7,7.1,0,9,0,0,0,10.0,6.9,4.9,2.5,6.4,3.2,Moderate,1.164583361577613
35,Female,India,Software Engineer,Lead,14,Large (1001-5000),Enterprise Software,Remote,57,7.3,28,6.4,3,18,0,0,1,8.0,4.3,3.7,4.4,5.6,6.7,Severe,1.1541116401352145
22,Male,USA,Full Stack Developer,Mid,0,Mid (201-1000),AI / ML Startup,Hybrid,42,5.0,26,5.6,5,7,1,1,1,6.5,7.7,5.6,5.6,2.8,6.5,Low,0.9843634498863384
24,Male,USA,Full Stack Developer,Mid,1,Mid (201-1000),Enterprise Software,Hybrid,51,2.2,11,7.0,3,9,0,0,1,6.7,8.3,6.8,5.0,6.3,7.1,High,0.6709668065204883
41,Female,Canada,Software Engineer,Senior,19,Mid (201-1000),Consulting,On-site,46,1.5,10,5.4,2,27,1,0,0,6.4,3.5,5.7,2.6,7.0,6.1,Low,1.075904381539694
30,Male,India,Cloud Engineer,Manager,5,Startup (1-50),AI / ML Startup,Hybrid,52,6.7,5,6.3,6,5,0,0,1,6.0,5.3,2.3,3.1,10.0,4.8,Severe,1.126070595259252
22,Male,USA,Software Engineer,Manager,0,Startup (1-50),Cybersecurity,On-site,39,7.2,3,5.7,1,13,1,0,1,6.6,5.1,3.7,6.3,4.5,6.6,High,1.31284330737694
33,Male,Germany,Data Scientist,Senior,12,Small (51-200),SaaS / Cloud,Hybrid,43,6.3,23,5.2,3,12,1,1,0,6.5,1.9,5.1,3.4,2.1,6.4,Severe,1.0749856976455325
36,Male,Germany,Backend Developer,Senior,14,Large (1001-5000),Cybersecurity,Hybrid,53,3.2,18,6.6,4,9,1,1,1,4.6,7.6,5.8,7.4,3.2,7.5,Moderate,1.2004037401269978
35,Female,USA,Frontend Developer,Mid,13,Large (1001-5000),Social Media / AdTech,Remote,47,3.9,21,5.3,4,15,1,0,1,7.8,5.1,4.5,3.7,4.5,9.4,High,0.8144673158442558
30,Male,Brazil,Full Stack Developer,Mid,6,Mid (201-1000),Cybersecurity,Hybrid,55,2.3,14,6.6,6,13,0,0,1,4.9,6.9,1.5,2.2,8.5,6.0,High,0.8398328228782779
39,Non-binary,India,Data Analyst,Lead,16,Mid (201-1000),Gaming,Hybrid,55,7.1,15,6.5,1,21,1,1,1,3.6,5.5,3.9,5.1,8.9,4.2,Severe,0.962782656685407
26,Male,India,Backend Developer,Senior,5,Enterprise (5000+),Consulting,Remote,41,3.4,29,6.3,3,10,0,0,1,5.9,3.2,4.7,5.2,9.4,7.9,Low,0.962782656685407
35,Male,Brazil,Cloud Engineer,Mid,12,Large (1001-5000),Healthcare Tech,Remote,44,0.0,18,7.2,2,9,1,0,1,5.9,5.1,1.1,5.3,6.1,6.2,Low,0.8808586562758818
32,Male,USA,Backend Developer,Mid,10,Large (1001-5000),SaaS / Cloud,Remote,45,1.2,5,5.0,1,18,1,0,0,5.4,1.9,4.7,2.1,4.4,8.1,High,0.7557180218490662
